지점번호,지점명,일시,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각
108,서울,2019-04-18,0,0,
108,서울,2019-04-19,,,
108,서울,2019-04-20,1.2,0.7,22:43
108,서울,2019-04-21,0.3,0.2,
108,서울,2019-04-22,,,
108,서울,2019-04-23,0,0,
108,서울,2019-04-24,4.1,1.9,2:11
108,서울,2019-04-25,11.3,2.7,20:45
108,서울,2019-04-26,4.9,1.9,3:10
108,서울,2019-04-27,,,
108,서울,2019-04-28,0,0,
108,서울,2019-04-29,,,
108,서울,2019-04-30,,,
108,서울,2019-05-01,,,
108,서울,2019-05-02,,,
108,서울,2019-05-03,,,
108,서울,2019-05-04,,,
108,서울,2019-05-05,,,
108,서울,2019-05-06,0,0,
108,서울,2019-05-07,,,
108,서울,2019-05-08,,,
108,서울,2019-05-09,,,
108,서울,2019-05-10,,,
108,서울,2019-05-11,,,
108,서울,2019-05-12,,,
108,서울,2019-05-13,0,0,
108,서울,2019-05-14,,,
108,서울,2019-05-15,,,
108,서울,2019-05-16,,,
108,서울,2019-05-17,,,
108,서울,2019-05-18,0,0,
108,서울,2019-05-19,22,4.2,16:56
108,서울,2019-05-20,8.7,6.1,1:40
108,서울,2019-05-21,,,
108,서울,2019-05-22,,,
108,서울,2019-05-23,,,
108,서울,2019-05-24,,,
108,서울,2019-05-25,,,
108,서울,2019-05-26,,,
108,서울,2019-05-27,7.1,1.7,7:51
108,서울,2019-05-28,,,
108,서울,2019-05-29,,,
108,서울,2019-05-30,0,0,
108,서울,2019-05-31,,,
108,서울,2019-06-01,,,
108,서울,2019-06-02,,,
108,서울,2019-06-03,,,
108,서울,2019-06-04,,,
108,서울,2019-06-05,,,
108,서울,2019-06-06,7.5,3.4,19:28
108,서울,2019-06-07,35.3,12.1,2:34
108,서울,2019-06-08,,,
108,서울,2019-06-09,2.5,1.6,20:55
108,서울,2019-06-10,9.5,3.5,1:06
108,서울,2019-06-11,,,
108,서울,2019-06-12,,,
108,서울,2019-06-13,,,
108,서울,2019-06-14,,,
108,서울,2019-06-15,2.1,2.1,18:15
108,서울,2019-06-16,,,
108,서울,2019-06-17,0,0,
108,서울,2019-06-18,13.8,7.8,5:59
108,서울,2019-06-19,0.2,0.2,
108,서울,2019-06-20,,,
108,서울,2019-06-21,0.2,0.2,
108,서울,2019-06-22,,,
108,서울,2019-06-23,,,
108,서울,2019-06-24,,,
108,서울,2019-06-25,,,
108,서울,2019-06-26,0,0,
108,서울,2019-06-27,1.4,1.3,0:33
108,서울,2019-06-28,0,0,
108,서울,2019-06-29,1.5,0.5,3:41
108,서울,2019-06-30,0,0,
108,서울,2019-07-01,,,
108,서울,2019-07-02,,,
108,서울,2019-07-03,,,
108,서울,2019-07-04,,,
108,서울,2019-07-05,0,0,
108,서울,2019-07-06,,,
108,서울,2019-07-07,,,
108,서울,2019-07-08,,,
108,서울,2019-07-09,,,
108,서울,2019-07-10,8.5,2.7,20:19
108,서울,2019-07-11,2.9,1.6,5:34
108,서울,2019-07-12,,,
108,서울,2019-07-13,0,0,
108,서울,2019-07-14,,,
108,서울,2019-07-15,7.7,4.3,16:14
108,서울,2019-07-16,6.3,4.4,1:30
108,서울,2019-07-17,0.7,0.7,11:25
108,서울,2019-07-18,,,
108,서울,2019-07-19,0,0,
108,서울,2019-07-20,1.1,0.8,7:56
108,서울,2019-07-21,6.2,1.6,13:10
108,서울,2019-07-22,0.1,0.1,
108,서울,2019-07-23,,,
108,서울,2019-07-24,1,0.6,7:47
108,서울,2019-07-25,9.7,5.1,17:31
108,서울,2019-07-26,60,20.7,8:29
108,서울,2019-07-27,0.6,0.6,3:49
108,서울,2019-07-28,25.6,11.3,8:04
108,서울,2019-07-29,0.5,0.5,0:25
108,서울,2019-07-30,1.2,0.8,16:20
108,서울,2019-07-31,62.3,26.3,7:24
108,서울,2019-08-01,26.9,11.3,1:15
108,서울,2019-08-02,,,
108,서울,2019-08-03,3,3,15:40
108,서울,2019-08-04,8.6,8.3,16:50
108,서울,2019-08-05,,,
108,서울,2019-08-06,,,
108,서울,2019-08-07,8,2.3,6:40
108,서울,2019-08-08,0,0,
108,서울,2019-08-09,,,
108,서울,2019-08-10,,,
108,서울,2019-08-11,6.7,5.7,23:13
108,서울,2019-08-12,56.2,12.3,0:01
108,서울,2019-08-13,6.4,6.4,
108,서울,2019-08-14,,,
108,서울,2019-08-15,16.2,8.1,12:37
108,서울,2019-08-16,0.1,0.1,
108,서울,2019-08-17,0,0,
108,서울,2019-08-18,,,
108,서울,2019-08-19,,,
108,서울,2019-08-20,,,
108,서울,2019-08-21,1.3,0.5,17:50
108,서울,2019-08-22,,,
108,서울,2019-08-23,,,
108,서울,2019-08-24,,,
108,서울,2019-08-25,,,
108,서울,2019-08-26,,,
108,서울,2019-08-27,20,16.7,4:16
108,서울,2019-08-28,,,
108,서울,2019-08-29,36.9,29.4,10:27
108,서울,2019-08-30,0.2,0.2,
108,서울,2019-08-31,,,
108,서울,2019-09-01,,,
108,서울,2019-09-02,,,
108,서울,2019-09-03,0,0,
108,서울,2019-09-04,22.7,6.8,18:01
108,서울,2019-09-05,36.4,18.4,13:45
108,서울,2019-09-06,2.4,2.1,20:51
108,서울,2019-09-07,2.8,0.6,14:58
108,서울,2019-09-08,0,0,
108,서울,2019-09-09,0,0,
108,서울,2019-09-10,63.2,11,4:43
108,서울,2019-09-11,7.6,2.6,0:14
108,서울,2019-09-12,3.9,1.4,17:40
108,서울,2019-09-13,0.1,0.1,
108,서울,2019-09-14,0.3,0.3,13:58
108,서울,2019-09-15,,,
108,서울,2019-09-16,,,
108,서울,2019-09-17,,,
108,서울,2019-09-18,,,
108,서울,2019-09-19,,,
108,서울,2019-09-20,,,
108,서울,2019-09-21,,,
108,서울,2019-09-22,0.4,0.2,
108,서울,2019-09-23,,,
108,서울,2019-09-24,,,
108,서울,2019-09-25,,,
108,서울,2019-09-26,,,
108,서울,2019-09-27,,,
108,서울,2019-09-28,,,
108,서울,2019-09-29,,,
108,서울,2019-09-30,,,
108,서울,2019-10-01,,,
108,서울,2019-10-02,23.1,4.6,3:30
108,서울,2019-10-03,4.6,2,0:11
108,서울,2019-10-04,,,
108,서울,2019-10-05,0.6,0.5,7:02
108,서울,2019-10-06,,,
108,서울,2019-10-07,25.4,5.6,8:53
108,서울,2019-10-08,,,
108,서울,2019-10-09,,,
108,서울,2019-10-10,,,
108,서울,2019-10-11,,,
108,서울,2019-10-12,,,
108,서울,2019-10-13,,,
108,서울,2019-10-14,,,
108,서울,2019-10-15,,,
108,서울,2019-10-16,,,
108,서울,2019-10-17,,,
108,서울,2019-10-18,,,
108,서울,2019-10-19,,,
108,서울,2019-10-20,,,
108,서울,2019-10-21,,,
108,서울,2019-10-22,,,
108,서울,2019-10-23,,,
108,서울,2019-10-24,,,
108,서울,2019-10-25,0,0,
108,서울,2019-10-26,,,
108,서울,2019-10-27,,,
108,서울,2019-10-28,1.7,1.1,20:44
108,서울,2019-10-29,0.1,0.3,#VALUE!
108,서울,2019-10-30,,,
108,서울,2019-10-31,,,
108,서울,2019-11-01,,,
108,서울,2019-11-02,,,
108,서울,2019-11-03,,,
108,서울,2019-11-04,,,
108,서울,2019-11-05,,,
108,서울,2019-11-06,,,
108,서울,2019-11-07,,,
108,서울,2019-11-08,,,
108,서울,2019-11-09,,,
108,서울,2019-11-10,11.8,,
108,서울,2019-11-11,1.1,,
108,서울,2019-11-12,,,
108,서울,2019-11-13,7.5,,
108,서울,2019-11-14,,,
108,서울,2019-11-15,18.8,,
108,서울,2019-11-16,,,
108,서울,2019-11-17,21.1,,
108,서울,2019-11-18,14.7,,
108,서울,2019-11-19,0,,
108,서울,2019-11-20,,,
108,서울,2019-11-21,,,
108,서울,2019-11-22,,,
108,서울,2019-11-23,,,
108,서울,2019-11-24,3.8,,
108,서울,2019-11-25,,,
108,서울,2019-11-26,,,
108,서울,2019-11-27,,,
108,서울,2019-11-28,,,
108,서울,2019-11-29,,,
108,서울,2019-11-30,,,
108,서울,2019-12-01,3.3,,
108,서울,2019-12-02,,,
108,서울,2019-12-03,0.6,,
108,서울,2019-12-04,0,,
108,서울,2019-12-05,,,
108,서울,2019-12-06,,,
108,서울,2019-12-07,0.1,,
108,서울,2019-12-08,,,
108,서울,2019-12-09,0,,
108,서울,2019-12-10,1.7,,
108,서울,2019-12-11,0.2,,
108,서울,2019-12-12,,,
108,서울,2019-12-13,1,,
108,서울,2019-12-14,0,,
108,서울,2019-12-15,,,
108,서울,2019-12-16,,,
108,서울,2019-12-17,9.8,,
108,서울,2019-12-18,,,
108,서울,2019-12-19,0,,
108,서울,2019-12-20,0,,
108,서울,2019-12-21,0.6,,
108,서울,2019-12-22,0.3,,
108,서울,2019-12-23,2.9,,
108,서울,2019-12-24,,,
108,서울,2019-12-25,,,
108,서울,2019-12-26,0.3,,
108,서울,2019-12-27,,,
108,서울,2019-12-28,,,
108,서울,2019-12-29,1.4,,
108,서울,2019-12-30,0.4,,
108,서울,2019-12-31,0,,
108,서울,2020-01-01,0.1,,
108,서울,2020-01-02,,,
108,서울,2020-01-03,,,
108,서울,2020-01-04,,,
108,서울,2020-01-05,,,
108,서울,2020-01-06,1.8,,
108,서울,2020-01-07,46.3,,
108,서울,2020-01-08,11.6,,
108,서울,2020-01-09,,,
108,서울,2020-01-10,,,
108,서울,2020-01-11,,,
108,서울,2020-01-12,,,
108,서울,2020-01-13,,,
108,서울,2020-01-14,,,
108,서울,2020-01-15,,,
108,서울,2020-01-16,,,
108,서울,2020-01-17,,,
108,서울,2020-01-18,,,
108,서울,2020-01-19,0.6,,
108,서울,2020-01-20,,,
108,서울,2020-01-21,,,
108,서울,2020-01-22,,,
108,서울,2020-01-23,,,
108,서울,2020-01-24,,,
108,서울,2020-01-25,,,
108,서울,2020-01-26,,,
108,서울,2020-01-27,0.1,,
108,서울,2020-01-28,0,,
108,서울,2020-01-29,,,
108,서울,2020-01-30,,,
108,서울,2020-01-31,0,,
108,서울,2020-02-01,,,
108,서울,2020-02-02,,,
108,서울,2020-02-03,0,,
108,서울,2020-02-04,1.7,,
108,서울,2020-02-05,,,
108,서울,2020-02-06,,,
108,서울,2020-02-07,0,,
108,서울,2020-02-08,0,,
108,서울,2020-02-09,0,,
108,서울,2020-02-10,0,,
108,서울,2020-02-11,,,
108,서울,2020-02-12,6.7,,
108,서울,2020-02-13,,,
108,서울,2020-02-14,,,
108,서울,2020-02-15,2,,
108,서울,2020-02-16,13.4,,
108,서울,2020-02-17,1,,
108,서울,2020-02-18,,,
108,서울,2020-02-19,,,
108,서울,2020-02-20,,,
108,서울,2020-02-21,4.2,,
108,서울,2020-02-22,3.1,,
108,서울,2020-02-23,,,
108,서울,2020-02-24,,,
108,서울,2020-02-25,16.6,,
108,서울,2020-02-26,0,,
108,서울,2020-02-27,,,
108,서울,2020-02-28,3.9,,
108,서울,2020-02-29,0.5,,
108,서울,2020-03-01,0.2,,
108,서울,2020-03-02,0,,
108,서울,2020-03-03,,,
108,서울,2020-03-04,0,,
108,서울,2020-03-05,,,
108,서울,2020-03-06,,,
108,서울,2020-03-07,,,
108,서울,2020-03-08,,,
108,서울,2020-03-09,,,
108,서울,2020-03-10,11.8,,
108,서울,2020-03-11,,,
108,서울,2020-03-12,,,
108,서울,2020-03-13,0.5,,
108,서울,2020-03-14,,,
108,서울,2020-03-15,,,
108,서울,2020-03-16,,,
108,서울,2020-03-17,,,
108,서울,2020-03-18,,,
108,서울,2020-03-19,0,,
108,서울,2020-03-20,,,
108,서울,2020-03-21,,,
108,서울,2020-03-22,,,
108,서울,2020-03-23,,,
108,서울,2020-03-24,,,
108,서울,2020-03-25,,,
108,서울,2020-03-26,1.8,,
108,서울,2020-03-27,2,,
108,서울,2020-03-28,,,
108,서울,2020-03-29,,,
108,서울,2020-03-30,,,
108,서울,2020-03-31,,,
108,서울,2020-04-01,,,
108,서울,2020-04-02,,,
108,서울,2020-04-03,,,
108,서울,2020-04-04,,,
108,서울,2020-04-05,,,
108,서울,2020-04-06,,,
108,서울,2020-04-07,,,
108,서울,2020-04-08,,,
108,서울,2020-04-09,,,
108,서울,2020-04-10,,,
108,서울,2020-04-11,,,
108,서울,2020-04-12,,,
108,서울,2020-04-13,,,
108,서울,2020-04-14,,,
108,서울,2020-04-15,,,
108,서울,2020-04-16,,,
108,서울,2020-04-17,6.5,3.9,12:38
108,서울,2020-04-18,,,
108,서울,2020-04-19,10.3,2.9,17:12
108,서울,2020-04-20,0.1,0.1,
108,서울,2020-04-21,,,
108,서울,2020-04-22,0,0,
108,서울,2020-04-23,,,
108,서울,2020-04-24,,,
108,서울,2020-04-25,,,
108,서울,2020-04-26,,,
108,서울,2020-04-27,,,
108,서울,2020-04-28,,,
108,서울,2020-04-29,,,
108,서울,2020-04-30,,,
108,서울,2020-05-01,,,
108,서울,2020-05-02,0,0,
108,서울,2020-05-03,0,0,
108,서울,2020-05-04,,,
108,서울,2020-05-05,,,
108,서울,2020-05-06,,,
108,서울,2020-05-07,,,
108,서울,2020-05-08,2.3,1.6,22:03
108,서울,2020-05-09,24.4,4.7,9:48
108,서울,2020-05-10,1.3,0.7,2:30
108,서울,2020-05-11,3.4,3.8,23:23
108,서울,2020-05-12,0.7,0.7,0:01
108,서울,2020-05-13,,,
108,서울,2020-05-14,,,
108,서울,2020-05-15,12,2.1,8:38
108,서울,2020-05-16,2.5,0.5,5:56
108,서울,2020-05-17,0,0,
108,서울,2020-05-18,29.8,19.8,15:53
108,서울,2020-05-19,19,9.6,9:49
108,서울,2020-05-20,0,0,
108,서울,2020-05-21,,,
108,서울,2020-05-22,0,0,
108,서울,2020-05-23,0,0,
108,서울,2020-05-24,14.5,9.9,5:44
108,서울,2020-05-25,,,
108,서울,2020-05-26,1.5,1.5,19:55
108,서울,2020-05-27,,,
108,서울,2020-05-28,0,0,
108,서울,2020-05-29,,,
108,서울,2020-05-30,,,
108,서울,2020-05-31,1,1,22:45
108,서울,2020-06-01,0.4,0.3,#VALUE!
108,서울,2020-06-02,2,1.9,10:55
108,서울,2020-06-03,,,
108,서울,2020-06-04,0.2,0.1,
108,서울,2020-06-05,,,
108,서울,2020-06-06,,,
108,서울,2020-06-07,,,
108,서울,2020-06-08,,,
108,서울,2020-06-09,,,
108,서울,2020-06-10,6.2,2.9,20:19
108,서울,2020-06-11,0,0.1,
108,서울,2020-06-12,,,
108,서울,2020-06-13,0,0,
108,서울,2020-06-14,1.1,1.1,2:31
108,서울,2020-06-15,,,
108,서울,2020-06-16,,,
108,서울,2020-06-17,,,
108,서울,2020-06-18,,,
108,서울,2020-06-19,0.1,0.1,
108,서울,2020-06-20,,,
108,서울,2020-06-21,,,
108,서울,2020-06-22,,,
108,서울,2020-06-23,0,0,
108,서울,2020-06-24,37.6,8.5,11:05
108,서울,2020-06-25,13.3,3.5,1:20
108,서울,2020-06-26,2.1,0.9,#VALUE!
108,서울,2020-06-27,0,0,
108,서울,2020-06-28,,,
108,서울,2020-06-29,11.9,9.6,23:31
108,서울,2020-06-30,64.7,15.9,3:30
108,서울,2020-07-01,0,0,
108,서울,2020-07-02,,,
108,서울,2020-07-03,0.1,0.5,23:30
108,서울,2020-07-04,1.6,0.9,0:36
108,서울,2020-07-05,,,
108,서울,2020-07-06,,,
108,서울,2020-07-07,0,0,
108,서울,2020-07-08,,,
108,서울,2020-07-09,,,
108,서울,2020-07-10,2.2,1.9,8:00
108,서울,2020-07-11,,,
108,서울,2020-07-12,2.9,0.9,16:44
108,서울,2020-07-13,47.6,6.2,22:15
108,서울,2020-07-14,11.5,5.9,#VALUE!
108,서울,2020-07-15,,,
108,서울,2020-07-16,,,
108,서울,2020-07-17,0,0,
108,서울,2020-07-18,,,
108,서울,2020-07-19,29.1,19.3,8:20
108,서울,2020-07-20,3.6,1.3,2:31
108,서울,2020-07-21,0,0,
108,서울,2020-07-22,11.5,6.2,7:58
108,서울,2020-07-23,103.1,18.5,17:17
108,서울,2020-07-24,2.9,2.3,8:55
108,서울,2020-07-25,0,0,
108,서울,2020-07-26,0,0,
108,서울,2020-07-27,2.2,0.6,3:06
108,서울,2020-07-28,0.4,0.3,16:14
108,서울,2020-07-29,50.1,27.1,9:02
108,서울,2020-07-30,0.1,0.1,
108,서울,2020-07-31,1.5,1.2,23:05
108,서울,2020-08-01,39.1,23.6,12:22
108,서울,2020-08-02,31.4,13.8,15:33
108,서울,2020-08-03,102.6,28.5,8:36
108,서울,2020-08-04,3.9,1.8,6:36
108,서울,2020-08-05,18.5,14.4,23:25
108,서울,2020-08-06,75.7,19.9,4:15
108,서울,2020-08-07,0,0,
108,서울,2020-08-08,19.1,5.9,20:26
108,서울,2020-08-09,50.3,13.9,13:37
108,서울,2020-08-10,44.6,28.6,15:56
108,서울,2020-08-11,97,23.6,4:35
108,서울,2020-08-12,,,
108,서울,2020-08-13,,,
108,서울,2020-08-14,0.4,0.4,7:50
108,서울,2020-08-15,69,23.7,5:52
108,서울,2020-08-16,,,
108,서울,2020-08-17,,,
108,서울,2020-08-18,,,
108,서울,2020-08-19,,,
108,서울,2020-08-20,,,
108,서울,2020-08-21,2.5,2.1,11:59
108,서울,2020-08-22,42.6,23,12:11
108,서울,2020-08-23,,,
108,서울,2020-08-24,,,
108,서울,2020-08-25,,,
108,서울,2020-08-26,0.6,0.6,22:25
108,서울,2020-08-27,8.7,4.2,6:32
108,서울,2020-08-28,13.6,6.7,5:23
108,서울,2020-08-29,13.6,6.5,10:52
108,서울,2020-08-30,42.5,32.5,1:44
108,서울,2020-08-31,0,0,
108,서울,2020-09-01,0,0,
108,서울,2020-09-02,33.3,20,17:36
108,서울,2020-09-03,29.8,5.1,2:20
108,서울,2020-09-04,,,
108,서울,2020-09-05,,,
108,서울,2020-09-06,6.4,4.1,22:40
108,서울,2020-09-07,61,8.4,19:33
108,서울,2020-09-08,0,0,
108,서울,2020-09-09,1.3,1.1,13:31
108,서울,2020-09-10,3.9,3.5,4:31
108,서울,2020-09-11,1.2,1.4,23:30
108,서울,2020-09-12,5.7,1.8,1:21
108,서울,2020-09-13,,,
108,서울,2020-09-14,0,0,
108,서울,2020-09-15,,,
108,서울,2020-09-16,0.3,0.2,
108,서울,2020-09-17,,,
108,서울,2020-09-18,,,
108,서울,2020-09-19,0.3,0.2,
108,서울,2020-09-20,,,
108,서울,2020-09-21,,,
108,서울,2020-09-22,,,
108,서울,2020-09-23,,,
108,서울,2020-09-24,,,
108,서울,2020-09-25,,,
108,서울,2020-09-26,,,
108,서울,2020-09-27,,,
108,서울,2020-09-28,,,
108,서울,2020-09-29,,,
108,서울,2020-09-30,38.3,34,18:24
108,서울,2020-10-01,,,
108,서울,2020-10-02,0,0,
108,서울,2020-10-03,0,0,
108,서울,2020-10-04,0,0,
108,서울,2020-10-05,,,
108,서울,2020-10-06,,,
108,서울,2020-10-07,,,
108,서울,2020-10-08,,,
108,서울,2020-10-09,,,
108,서울,2020-10-10,,,
108,서울,2020-10-11,,,
108,서울,2020-10-12,,,
108,서울,2020-10-13,,,
108,서울,2020-10-14,,,
108,서울,2020-10-15,,,
108,서울,2020-10-16,,,
108,서울,2020-10-17,,,
108,서울,2020-10-18,,,
108,서울,2020-10-19,,,
108,서울,2020-10-20,,,
108,서울,2020-10-21,,,
108,서울,2020-10-22,0,0,
108,서울,2020-10-23,,,
108,서울,2020-10-24,,,
108,서울,2020-10-25,,,
108,서울,2020-10-26,,,
108,서울,2020-10-27,,,
108,서울,2020-10-28,,,
108,서울,2020-10-29,,,
108,서울,2020-10-30,,,
108,서울,2020-10-31,,,
108,서울,2020-11-01,13.6,,
108,서울,2020-11-02,1.7,,
108,서울,2020-11-03,0.5,,
108,서울,2020-11-04,,,
108,서울,2020-11-05,,,
108,서울,2020-11-06,,,
108,서울,2020-11-07,0.1,,
108,서울,2020-11-08,,,
108,서울,2020-11-09,,,
108,서울,2020-11-10,,,
108,서울,2020-11-11,,,
108,서울,2020-11-12,,,
108,서울,2020-11-13,,,
108,서울,2020-11-14,,,
108,서울,2020-11-15,,,
108,서울,2020-11-16,,,
108,서울,2020-11-17,0.1,,
108,서울,2020-11-18,12.2,,
108,서울,2020-11-19,86.9,,
108,서울,2020-11-20,0,,
108,서울,2020-11-21,0.2,,
108,서울,2020-11-22,4.8,,
108,서울,2020-11-23,,,
108,서울,2020-11-24,,,
108,서울,2020-11-25,,,
108,서울,2020-11-26,,,
108,서울,2020-11-27,0,,
108,서울,2020-11-28,,,
108,서울,2020-11-29,,,
108,서울,2020-11-30,,,
108,서울,2020-12-01,,,
108,서울,2020-12-02,,,
108,서울,2020-12-03,,,
108,서울,2020-12-04,,,
108,서울,2020-12-05,,,
108,서울,2020-12-06,,,
108,서울,2020-12-07,,,
108,서울,2020-12-08,,,
108,서울,2020-12-09,,,
108,서울,2020-12-10,0,,
108,서울,2020-12-11,,,
108,서울,2020-12-12,,,
108,서울,2020-12-13,2.9,,
108,서울,2020-12-14,,,
108,서울,2020-12-15,,,
108,서울,2020-12-16,,,
108,서울,2020-12-17,0,,
108,서울,2020-12-18,0.2,,
108,서울,2020-12-19,,,
108,서울,2020-12-20,,,
108,서울,2020-12-21,,,
108,서울,2020-12-22,,,
108,서울,2020-12-23,0,,
108,서울,2020-12-24,,,
108,서울,2020-12-25,,,
108,서울,2020-12-26,,,
108,서울,2020-12-27,0,,
108,서울,2020-12-28,1.3,,
108,서울,2020-12-29,0.2,,
108,서울,2020-12-30,,,
108,서울,2020-12-31,0,,
108,서울,2021-01-01,,,
108,서울,2021-01-02,,,
108,서울,2021-01-03,,,
108,서울,2021-01-04,0,,
108,서울,2021-01-05,0,,
108,서울,2021-01-06,2.3,,
108,서울,2021-01-07,,,
108,서울,2021-01-08,,,
108,서울,2021-01-09,,,
108,서울,2021-01-10,,,
108,서울,2021-01-11,,,
108,서울,2021-01-12,2.6,,
108,서울,2021-01-13,0,,
108,서울,2021-01-14,,,
108,서울,2021-01-15,0.2,,
108,서울,2021-01-16,,,
108,서울,2021-01-17,0,,
108,서울,2021-01-18,0.3,,
108,서울,2021-01-19,,,
108,서울,2021-01-20,,,
108,서울,2021-01-21,9.2,,
108,서울,2021-01-22,0.1,,
108,서울,2021-01-23,,,
108,서울,2021-01-24,,,
108,서울,2021-01-25,,,
108,서울,2021-01-26,1.7,,
108,서울,2021-01-27,,,
108,서울,2021-01-28,2,,
108,서울,2021-01-29,,,
108,서울,2021-01-30,0.5,,
108,서울,2021-01-31,,,
108,서울,2021-02-01,0.7,,
108,서울,2021-02-02,0,,
108,서울,2021-02-03,3.4,,
108,서울,2021-02-04,0.1,,
108,서울,2021-02-05,,,
108,서울,2021-02-06,,,
108,서울,2021-02-07,,,
108,서울,2021-02-08,,,
108,서울,2021-02-09,,,
108,서울,2021-02-10,,,
108,서울,2021-02-11,,,
108,서울,2021-02-12,,,
108,서울,2021-02-13,,,
108,서울,2021-02-14,0,,
108,서울,2021-02-15,1.4,,
108,서울,2021-02-16,1.5,,
108,서울,2021-02-17,0,,
108,서울,2021-02-18,,,
108,서울,2021-02-19,,,
108,서울,2021-02-20,,,
108,서울,2021-02-21,,,
108,서울,2021-02-22,,,
108,서울,2021-02-23,,,
108,서울,2021-02-24,,,
108,서울,2021-02-25,,,
108,서울,2021-02-26,,,
108,서울,2021-02-27,,,
108,서울,2021-02-28,,,
108,서울,2021-03-01,67.5,,
108,서울,2021-03-02,0.1,,
108,서울,2021-03-03,,,
108,서울,2021-03-04,,,
108,서울,2021-03-05,,,
108,서울,2021-03-06,,,
108,서울,2021-03-07,,,
108,서울,2021-03-08,,,
108,서울,2021-03-09,,,
108,서울,2021-03-10,,,
108,서울,2021-03-11,,,
108,서울,2021-03-12,0,,
108,서울,2021-03-13,,,
108,서울,2021-03-14,,,
108,서울,2021-03-15,1.7,,
108,서울,2021-03-16,1.3,,
108,서울,2021-03-17,,,
108,서울,2021-03-18,,,
108,서울,2021-03-19,,,
108,서울,2021-03-20,5.1,,
108,서울,2021-03-21,0.3,,
108,서울,2021-03-22,,,
108,서울,2021-03-23,,,
108,서울,2021-03-24,,,
108,서울,2021-03-25,,,
108,서울,2021-03-26,,,
108,서울,2021-03-27,25.5,,
108,서울,2021-03-28,9.2,,
108,서울,2021-03-29,0.2,,
108,서울,2021-03-30,,,
108,서울,2021-03-31,,,
108,서울,2021-04-01,,,
108,서울,2021-04-02,0,0,
108,서울,2021-04-03,56.2,11.5,11:10
108,서울,2021-04-04,0.6,0.4,4:02
108,서울,2021-04-05,,,
108,서울,2021-04-06,,,
108,서울,2021-04-07,,,
108,서울,2021-04-08,,,
108,서울,2021-04-09,,,
108,서울,2021-04-10,,,
108,서울,2021-04-11,,,
108,서울,2021-04-12,22,5.4,18:31
108,서울,2021-04-13,8,3,#VALUE!
108,서울,2021-04-14,,,
108,서울,2021-04-15,,,
108,서울,2021-04-16,0.7,0.7,10:57
108,서울,2021-04-17,0,0,
108,서울,2021-04-18,,,
108,서울,2021-04-19,,,
108,서울,2021-04-20,,,
108,서울,2021-04-21,,,
108,서울,2021-04-22,,,
108,서울,2021-04-23,0,0,
108,서울,2021-04-24,0,0,
108,서울,2021-04-25,,,
108,서울,2021-04-26,,,
108,서울,2021-04-27,1.7,5.8,23:31
108,서울,2021-04-28,4.7,4.7,0:01
108,서울,2021-04-29,3.9,4.3,23:13
108,서울,2021-04-30,26.3,8.9,2:45
108,서울,2021-05-01,8,5.3,14:19
108,서울,2021-05-02,1.7,1.2,0:24
108,서울,2021-05-03,,,
108,서울,2021-05-04,19.6,5.1,14:36
108,서울,2021-05-05,0.1,0.4,#VALUE!
108,서울,2021-05-06,,,
108,서울,2021-05-07,8.8,8.8,9:15
108,서울,2021-05-08,,,
108,서울,2021-05-09,,,
108,서울,2021-05-10,0,0,
